DAY,TIME,WEATHER,INTERSECTION
3,645,A,ANAHEIM ST_ALAMITOS AV
4,905,A,PACIFIC COAST HWY_CHERRY AV
5,605,A,PACIFIC COAST HWY_HARBOR AV
6,2328,A,LONG BEACH BL_PACIFIC COAST HWY
7,2220,A,OCEAN BL_PINE AV
7,1328,-,PACIFIC COAST HWY_OBISPO AV
1,432,A,WILLOW ST_EASY AV
2,2245,A,7TH ST_WALNUT AV
2,1906,A,WARDLOW RD_LONG BEACH BL
4,1546,A,BROADWAY_CHERRY
4,2300,A,7TH ST_PACIFIC COAST HWY
1,1159,A,DEL AMO BL_LONG BEACH BL
2,2145,A,CHERRY AV_PACIFIC COAST HWY
3,1855,-,PACIFIC COAST HWY_JUNIPERO AV
3,1645,A,PACIFIC AV_PACIFIC COAST HWY
4,1355,A,PACIFIC COAST HWY_CEDAR AV
4,1545,A,BELLFLOWER BL_STEARNS ST
4,1159,A,TRAFFIC CIR_PACIFIC COAST HWY
5,1915,A,7TH ST_REDONDO AV
7,1500,A,SANTA FE AV_WILLOW ST
7,1816,A,DEL AMO BL_LONG BEACH BL
7,2350,A,PACIFIC COAST HWY_SANTA FE AV
2,738,A,PACIFIC COAST HWY_SANTA FE AV
2,1358,A,ANAHEIM ST_ATLANTIC AV
3,1550,A,OCEAN BL_PINE AV
4,1941,A,PACIFIC COAST HWY_PACIFIC AV
6,2008,A,DEL AMO BL_LONG BEACH BL
6,1716,A,ATLANTIC AV_HARDING ST
7,530,A,SANTA FE AV_WILLOW ST
1,730,A,7TH ST_BELLFLOWER BL
2,1132,A,ANAHEIM ST_PACIFIC AV
3,744,A,REDONDO AV_7TH ST
3,1025,A,PACIFIC COAST HWY_CHERRY AV
5,2315,A,PACIFIC COAST HWY_SANTA FE AV
7,1241,A,CHERRY AV_PACIFIC COAST HWY
7,2151,A,PACIFIC COAST HWY_ANAHEIM ST
2,745,A,7TH ST_XIMENO AV
2,855,A,BELLFLOWER BL_STEARNS ST
2,702,B,ANAHEIM ST_ATLANTIC AV
3,2248,A,ANAHEIM ST_ORANGE AV
3,1420,A,7TH ST_BELLFLOWER BL
3,1730,A,PACIFIC COAST HWY_7TH ST
3,1842,-,ANAHEIM ST_OREGON AV
3,1506,A,CHERRY AV_SOUTH ST
4,1900,A,ANAHEIM ST_ORANGE AV
4,1000,A,PACIFIC COAST HWY_MAGNOLIA AV
1,1208,A,PACIFIC COAST HWY_STUDEBAKER RD
1,1652,A,ANAHEIM ST_OBISPO AV
1,730,A,7TH ST_WALNUT AV
1,1537,A,PACIFIC COAST HWY_ATLANTIC AV
3,1229,A,SPRING ST_PALO VERDE AV
4,1120,A,WILLOW ST_PACIFIC AV
6,1815,A,SOUTH ST_PARAMOUNT BL
7,1450,A,7TH ST_CHANNEL DR
1,620,A,ANAHEIM ST_PACIFIC AV
2,1,A,ATLANTIC AV_MARKET ST
2,352,A,ANAHEIM ST_OREGON AV
3,816,A,PALO VERDE AV_WOODRUFF AV
3,2306,A,7TH ST_ORANGE AV
3,1729,A,PACIFIC COAST HWY_OBISPO AV
3,732,A,7TH ST_REDONDO AV
4,2051,A,PARAMOUNT BL_SOUTH ST
5,1745,A,WARDLOW RD_LONG BEACH BL
6,1300,A,PACIFIC COAST HWY_7TH ST
1,203,A,ANAHEIM ST_WALNUT AV
2,2122,A,CHERRY AV_SOUTH ST
2,1725,-,PACIFIC COAST HWY_STUDEBAKER RD
2,1132,A,LAKEWOOD BL_OUTER TRAFFIC CIR
3,1210,A,PACIFIC COAST HWY_ORANGE AV
3,1330,A,ORANGE AV_PACIFIC COAST HWY
5,347,A,ANAHEIM ST_TEMPLE AV
6,826,A,PACIFIC COAST HWY_LONG BEACH BL
6,1841,A,ORANGE AV_PACIFIC COAST HWY
6,2305,A,WARDLOW RD_LONG BEACH BL
7,1418,A,OCEAN BL_PINE AV
7,1800,A,DEL AMO BL_CHERRY AV
1,1154,A,ANAHEIM ST_PACIFIC AV
3,835,B,TRAFFIC CIR_PACIFIC COAST HWY
3,1528,A,PACIFIC COAST HWY_CHERRY AV
4,1215,A,LONG BEACH BL_ANAHEIM ST
4,700,A,WARDLOW RD_LONG BEACH BL
4,925,A,LONG BEACH BL_SPRING ST
7,602,A,WILLOW ST_PACIFIC AV
7,213,B,BROADWAY_CHERRY AV
1,44,A,ORANGE AV_PACIFIC COAST HWY
3,1616,A,LAKEWOOD BL_OUTER TRAFFIC CIR
3,749,A,7TH ST_PARK AV
5,1950,A,7TH ST_REDONDO AV
5,1035,A,PACIFIC COAST HWY_SANTA FE AV
6,805,A,SANTA FE AV_WILLOW ST
6,1144,A,7TH ST_REDONDO AV
7,926,A,ANAHEIM ST_MAGNOLIA AV
7,1345,A,7TH ST_CHERRY AV
1,838,A,ANAHEIM ST_TEMPLE AV
5,740,A,7TH ST_TERMINO AV
5,1821,A,7TH ST_REDONDO AV
6,2335,A,ANAHEIM ST_CHERRY AV
6,15,A,PACIFIC COAST HWY_PACIFIC AV
7,105,A,PACIFIC COAST HWY_ANAHEIM ST
1,1855,A,PACIFIC COAST HWY_STUDEBAKER RD
1,1555,A,OCEAN BL_MAGNOLIA AV
1,850,-,LONG BEACH BL_WARDLOW RD
1,1420,A,LONG BEACH BL_20TH ST
3,1756,A,PACIFIC COAST HWY_TERMINO AV
4,1700,A,PACIFIC COAST HWY_CEDAR AV
4,1800,A,DEL AMO BL_CHERRY AV
5,1207,A,PARAMOUNT BL_SOUTH ST
6,2034,A,ATLANTIC AV_SPRING ST
6,827,A,7TH ST_XIMENO AV
6,1320,A,7TH ST_CHANNEL DR
6,5,A,7TH ST_CHANNEL DR
1,2236,A,7TH ST_CHANNEL DR
1,1225,A,ANAHEIM ST_ATLANTIC AV
1,730,A,ANAHEIM ST_ATLANTIC AV
2,1630,A,7TH ST_OBISPO AV
2,1600,A,REDONDO AV_7TH ST
3,1720,-,PACIFIC COAST HWY_STUDEBAKER RD
4,945,A,OCEAN BL_PINE AV
5,1335,A,PACIFIC COAST HWY_7TH ST
6,1602,A,ANAHEIM ST_CHERRY AV
6,2500,A,ANAHEIM ST_CHERRY AV
6,900,A,WILLOW ST_ATLANTIC AV
6,1115,A,7TH ST_CHERRY AV
6,1226,A,BROADWAY_CHERRY AV
7,1140,A,PACIFIC COAST HWY_LEMON AV
7,1815,A,PACIFIC COAST HWY_MAGNOLIA AV
1,1812,A,PACIFIC COAST HWY_WALNUT AV
1,2300,A,SOUTH ST_PARAMOUNT BL
2,1228,-,BELLFLOWER BL_ANAHEIM RD
3,1127,A,CHERRY AV_PACIFIC COAST HWY
3,1220,A,PACIFIC COAST HWY_HARBOR AV
4,1715,A,LONG BEACH BL_SPRING ST
4,1454,A,LAKEWOOD BL_OUTER TRAFFIC CIR
5,1214,A,ATLANTIC AV_HARDING ST
5,948,A,ANAHEIM ST_WALNUT AV
5,2206,-,ATLANTIC AV_WARDLOW RD
6,1503,A,PARAMOUNT BL_SOUTH ST
6,2037,A,ANAHEIM ST_LONG BEACH BL
1,2053,A,STUDEBAKER RD_WILLOW ST
3,1500,B,ATLANTIC AV_SOUTH ST
5,1851,A,PACIFIC COAST HWY_CHERRY AV
6,1951,A,PACIFIC COAST HWY_2ND ST
6,1355,A,7TH ST_CHERRY AV
7,333,A,WILLOW ST_ATLANTIC AV
1,1030,C,ANAHEIM ST_REDONDO AV
1,800,B,7TH ST_ATLANTIC AV
1,1600,B,6TH ST_ATLANTIC AV
2,1517,B,TRAFFIC CIR_PACIFIC COAST HWY
4,1338,A,LONG BEACH BL_ANAHEIM ST
5,2500,A,PACIFIC COAST HWY_PACIFIC AV
5,1635,A,PACIFIC COAST HWY_CHERRY AV
5,2240,A,OCEAN BL_PINE AV
6,201,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
6,2046,A,LAKEWOOD BL_OUTER TRAFFIC CIR
6,2200,A,DEL AMO BL_CHERRY AV
1,1536,A,LONG BEACH BL_20TH ST
2,1900,A,BELLFLOWER BL_ANAHEIM RD
2,1540,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
3,1715,A,7TH ST_BELLFLOWER BL
3,1400,A,ATLANTIC AV_SPRING ST
3,555,E,7TH ST_TERMINO AV
4,1404,A,ATLANTIC AV_SPRING ST
5,1852,A,OCEAN BL_PINE AV
5,750,A,PALO VERDE AV_STEARNS ST
5,2045,A,PARAMOUNT BL_SOUTH ST
5,722,A,PACIFIC COAST HWY_OBISPO AV
5,1654,A,PACIFIC COAST HWY_WALNUT AV
6,258,A,7TH ST_PARK AV
6,1800,A,WILLOW ST_EASY AV
7,3,C,LONG BEACH BL_10TH ST
7,2130,B,PACIFIC COAST HWY_2ND ST
2,1636,A,WARDLOW RD_LONG BEACH BL
2,2120,A,DEL AMO BL_CHERRY AV
3,1200,A,PALO VERDE AV_STEARNS ST
3,1104,A,LONG BEACH BL_20TH ST
5,737,B,DEL AMO BL_CHERRY AV
5,147,E,PACIFIC COAST HWY_2ND ST
5,925,B,PACIFIC AV_PACIFIC COAST HWY
6,234,B,ANAHEIM ST_TEMPLE AV
6,1936,B,LONG BEACH BL_20TH ST
7,2155,A,SANTA FE AV_WILLOW ST
7,608,B,ATLANTIC AV_10TH ST
7,2143,A,PACIFIC COAST HWY_LONG BEACH BL
1,1322,A,ATLANTIC AV_10TH ST
1,1923,A,LONG BEACH BL_ANAHEIM ST
2,455,A,LAKEWOOD BL_SPRING ST
2,1450,-,BELLFLOWER BL_STEARNS ST
2,1210,A,LONG BEACH BL_PACIFIC COAST HWY
3,2254,A,PACIFIC COAST HWY_SANTA FE AV
3,1430,A,WILLOW ST_PACIFIC AV
3,1502,-,7TH ST_PARK AV
4,1143,A,7TH ST_OLIVE AV
6,916,A,ANAHEIM ST_OBISPO AV
7,217,A,PACIFIC COAST HWY_TERMINO AV
7,2150,A,PACIFIC COAST HWY_PINE AV
6,1011,A,LONG BEACH BL_MARKET ST
6,1111,A,PACIFIC COAST HWY_JUNIPERO AV
1,1530,A,OCEAN BL_LINDEN AV
1,1250,A,ATLANTIC AV_MARKET ST
3,1620,A,LONG BEACH BL_MARKET ST
3,1922,A,7TH ST_LONG BEACH BL
6,2200,A,PACIFIC AV_PACIFIC COAST HWY
7,1143,A,LONG BEACH BL_20TH ST
7,1313,A,PACIFIC COAST HWY_WALNUT AV
1,1739,A,PARAMOUNT BL_SOUTH ST
2,1035,A,PACIFIC COAST HWY_CHERRY AV
2,822,A,BROADWAY_CHERRY AV
2,1029,A,7TH ST_PARK AV
3,1055,A,LONG BEACH BL_ANAHEIM ST
3,1445,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
3,921,A,ANAHEIM ST_REDONDO AV
5,1355,A,CARSON ST_CLARK AV
6,1715,A,7TH ST_PACIFIC COAST HWY
6,940,A,7TH ST_OLIVE AV
7,229,A,PACIFIC COAST HWY_HARBOR AV
2,1632,A,ANAHEIM ST_ATLANTIC AV
3,1920,A,ATLANTIC AV_WARDLOW RD
3,2150,A,7TH ST_LONG BEACH BL
3,511,A,OCEAN BL_MAGNOLIA AV
4,1620,A,CHERRY AV_10TH ST
4,1607,A,LONG BEACH BL_MARKET ST
4,1915,A,7TH ST_ATLANTIC AV
5,1820,A,2ND ST_MARINA DR
6,1015,A,7TH ST_CHANNEL DR
6,1107,A,7TH ST_LONG BEACH BL
1,1818,A,PACIFIC COAST HWY_CHERRY AV
2,1112,A,ATLANTIC AV_WILLOW ST
2,1241,A,7TH ST_WALNUT AV
2,1903,A,7TH ST_OBISPO AV
3,1134,A,ATLANTIC AV_10TH ST
4,2336,A,ANAHEIM ST_ALAMITOS AV
5,219,A,PACIFIC COAST HWY_PACIFIC AV
5,958,A,PARAMOUNT BL_SOUTH ST
7,331,A,OCEAN BL_MAGNOLIA AV
7,935,A,LONG BEACH BL_SPRING ST
1,2113,B,PACIFIC COAST HWY_LONG BEACH BL
1,750,A,WILLOW ST_LONG BEACH BL
2,1130,C,PACIFIC COAST HWY_PACIFIC AV
3,2150,A,PACIFIC COAST HWY_CHERRY AV
3,1322,A,PACIFIC COAST HWY_LONG BEACH BL
5,2044,A,LONG BEACH BL_MARKET ST
6,1437,A,SANTA FE AV_WILLOW ST
6,1328,A,PACIFIC COAST HWY_ANAHEIM ST
7,2324,A,PACIFIC COAST HWY_SANTA FE AV
7,1134,A,ANAHEIM ST_OBISPO AV
7,109,A,ATLANTIC AV_SPRING ST
1,1405,A,WILLOW ST_LONG BEACH BL
3,2235,A,PACIFIC COAST HWY_MAGNOLIA AV
5,2012,A,7TH ST_REDONDO AV
6,2012,A,7TH ST_PARK AV
6,1822,A,OCEAN BL_PINE AV
6,2328,C,PACIFIC COAST HWY_7TH ST
7,1500,A,7TH ST_CHANNEL DR
1,1035,A,CARSON ST_CLARK AV
2,316,A,PACIFIC COAST HWY_7TH ST
2,1201,A,OCEAN BL_PINE AV
2,1830,B,OCEAN BL_MAGNOLIA AV
3,2004,B,SOUTH ST_DOWNEY AV
3,1538,A,PACIFIC COAST HWY_STUDEBAKER RD
3,610,A,PACIFIC AV_WILLOW ST
3,1206,A,7TH ST_OLIVE AV
5,1923,A,ANAHEIM ST_LONG BEACH BL
6,1059,A,7TH ST_XIMENO AV
7,1107,A,6TH ST_ATLANTIC AV
1,146,C,CHERRY AV_SOUTH ST
1,1310,A,PACIFIC COAST HWY_2ND ST
2,1347,A,PALO VERDE AV_WOODRUFF AV
2,1853,A,7TH ST_CHERRY AV
2,1715,A,PACIFIC COAST HWY_2ND ST
3,1355,A,ANAHEIM ST_PACIFIC AV
3,1810,A,OCEAN BL_LINDEN AV
3,2241,A,ATLANTIC AV_10TH ST
3,2500,A,WILLOW ST_PACIFIC AV
4,1030,B,LONG BEACH BL_20TH ST
5,1127,A,SPRING ST_PALO VERDE AV
7,222,A,PACIFIC COAST HWY_CHERRY AV
7,550,A,LONG BEACH BL_ANAHEIM ST
7,1711,A,LONG BEACH BL_10TH ST
7,1606,B,WILLOW ST_PACIFIC AV
1,1850,A,PALO VERDE AV_WOODRUFF AV
1,1700,A,PALO VERDE AV_STEARNS ST
3,820,A,7TH ST_OBISPO AV
5,1707,A,PACIFIC COAST HWY_ANAHEIM ST
5,1520,A,OCEAN BL_MAGNOLIA AV
5,907,A,PACIFIC COAST HWY_CHERRY AV
5,1300,A,LONG BEACH BL_PACIFIC COAST HWY
5,941,A,7TH ST_PARK AV
5,1855,A,ATLANTIC AV_SOUTH ST
5,1600,A,LONG BEACH BL_WILLOW ST
6,702,A,CHERRY AV_10TH ST
1,1844,A,ANAHEIM ST_REDONDO AV
1,1008,A,ANAHEIM ST_CHERRY AV
2,1927,A,2ND ST_MARINA DR
2,1525,A,PACIFIC COAST HWY_SANTA FE AV
2,720,A,WILLOW ST_ATLANTIC AV
2,1655,A,PACIFIC COAST HWY_ANAHEIM ST
3,120,A,LONG BEACH BL_PACIFIC COAST HWY
3,838,A,SPRING ST_PALO VERDE AV
4,2100,A,WILLOW ST_PACIFIC AV
4,1328,A,LONG BEACH BL_20TH ST
5,1046,A,7TH ST_REDONDO AV
6,1550,A,LONG BEACH BL_WARDLOW RD
6,930,A,LONG BEACH BL_10TH ST
7,948,A,ANAHEIM ST_PACIFIC AV
1,1400,A,7TH ST_ORANGE AV
1,655,A,PACIFIC COAST HWY_CHERRY AV
2,1455,A,PACIFIC COAST HWY_LONG BEACH BL
2,1825,A,LONG BEACH BL_ANAHEIM ST
3,1727,A,OCEAN BL_PINE AV
4,1917,A,LONG BEACH BL_PACIFIC COAST HWY
4,1840,A,7TH ST_CHANNEL DR
4,2105,A,PACIFIC COAST HWY_WALNUT AV
6,315,A,ANAHEIM ST_OBISPO AV
7,1355,B,BROADWAY_CHERRY
1,1517,A,PACIFIC COAST HWY_LEMON AV
1,1623,A,7TH ST_CHANNEL DR
1,1740,A,ORANGE AV_PACIFIC COAST HWY
2,1840,A,PACIFIC COAST HWY_CHERRY AV
2,850,A,PARAMOUNT BL_SOUTH ST
3,1828,A,7TH ST_ORANGE AV
3,1311,A,LAKEWOOD BL_SPRING ST
3,1625,A,PACIFIC COAST HWY_OBISPO AV
5,1540,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
6,1928,A,BROADWAY_CHERRY AV
6,2209,A,PACIFIC COAST HWY_7TH ST
7,1450,A,6TH ST_ATLANTIC AV
1,1840,A,PACIFIC COAST HWY_CHERRY AV
2,800,A,WILLOW ST_ATLANTIC AV
2,2059,A,WILLOW ST_ATLANTIC AV
3,1800,A,SOUTH ST_PARAMOUNT BL
4,8,A,CHERRY AV_10TH ST
4,1831,A,PACIFIC COAST HWY_ORANGE AV
4,1905,A,PACIFIC COAST HWY_TERMINO AV
4,1152,A,WARDLOW RD_LONG BEACH BL
5,559,A,PACIFIC COAST HWY_LONG BEACH BL
1,441,A,PACIFIC COAST HWY_7TH ST
2,1830,A,7TH ST_ATLANTIC AV
2,721,A,7TH ST_PARK AV
2,2130,A,PACIFIC COAST HWY_CHERRY AV
3,2500,F,PACIFIC COAST HWY_WALNUT AV
5,1933,A,PACIFIC AV_PACIFIC COAST HWY
5,1950,A,BELLFLOWER BL_STEARNS ST
5,1414,A,ATLANTIC AV_SOUTH ST
5,2118,A,ANAHEIM ST_ATLANTIC AV
5,1642,A,LONG BEACH BL_WILLOW ST
6,1253,A,OCEAN BL_LINDEN AV
6,1418,A,CHERRY AV_PACIFIC COAST HWY
7,1315,A,CHERRY AV_10TH ST
2,836,A,PACIFIC COAST HWY_CEDAR AV
2,1856,A,ANAHEIM ST_MAGNOLIA AV
2,1855,B,PARAMOUNT BL_SOUTH ST
3,645,A,7TH ST_XIMENO AV
4,1701,A,SOUTH ST_PARAMOUNT BL
4,1054,A,ANAHEIM ST_ORANGE AV
5,2315,A,PACIFIC AV_PACIFIC COAST HWY
5,204,G,PACIFIC COAST HWY_PACIFIC AV
5,2000,A,PACIFIC COAST HWY_2ND ST
6,1230,B,ATLANTIC AV_WILLOW ST
6,1206,A,LONG BEACH BL_MARKET ST
6,1141,A,7TH ST_XIMENO AV
6,1610,B,LAKEWOOD BL_WILLOW ST
7,717,A,WILLOW ST_LONG BEACH BL
7,110,A,PACIFIC COAST HWY_LONG BEACH BL
1,1338,A,ANAHEIM ST_OBISPO AV
1,1845,A,ANAHEIM ST_PACIFIC AV
1,1111,A,ATLANTIC AV_10TH ST
2,1458,A,PACIFIC COAST HWY_MAGNOLIA AV
3,540,A,ATLANTIC AV_WARDLOW RD
4,1402,A,LONG BEACH BL_WILLOW ST
5,2214,A,CHERRY AV_PACIFIC COAST HWY
5,2343,A,SOUTH ST_PARAMOUNT BL
6,1324,A,PACIFIC COAST HWY_CEDAR AV
6,644,A,ATLANTIC AV_10TH ST
7,1456,B,7TH ST_WALNUT AV
7,1355,A,PACIFIC COAST HWY_7TH ST
1,1343,A,7TH ST_ATLANTIC AV
3,749,A,PACIFIC COAST HWY_CEDAR AV
3,1735,A,PACIFIC COAST HWY_WALNUT AV
6,1506,-,PACIFIC COAST HWY_SANTA FE AV
7,659,A,ANAHEIM ST_ALAMITOS AV
7,1545,A,PACIFIC COAST HWY_SANTA FE AV
7,1417,A,PACIFIC AV_WILLOW ST
7,1330,A,PACIFIC COAST HWY_MAGNOLIA AV
1,1638,A,PACIFIC COAST HWY_LEMON AV
2,2136,A,REDONDO AV_ANAHEIM ST
2,1320,A,CHERRY AV_WARDLOW RD
2,1800,A,WILLOW ST_LONG BEACH BL
3,1326,A,ANAHEIM ST_TEMPLE AV
3,1246,A,BROADWAY_CHERRY AV
3,2159,A,PACIFIC COAST HWY_7TH ST
4,2053,A,7TH ST_CHANNEL DR
4,2142,A,PACIFIC COAST HWY_PACIFIC AV
5,1804,A,PACIFIC COAST HWY_ATLANTIC AV
5,1517,A,ATLANTIC AV_HARDING ST
5,755,A,ANAHEIM ST_PACIFIC AV
6,1532,A,PACIFIC COAST HWY_OBISPO AV
1,1212,A,ATLANTIC AV_MARKET ST
2,2048,A,CARSON ST_CLARK AV
3,1340,A,LONG BEACH BL_SPRING ST
3,1630,A,ATLANTIC AV_HARDING ST
4,1334,A,PACIFIC AV_PACIFIC COAST HWY
5,1143,A,DEL AMO BL_LONG BEACH BL
5,223,A,7TH ST_REDONDO AV
6,2029,A,SOUTH ST_PARAMOUNT BL
7,2113,A,PACIFIC COAST HWY_ATLANTIC AV
7,935,A,ANAHEIM ST_TEMPLE AV
7,1500,A,SOUTH ST_PARAMOUNT BL
1,1245,A,7TH ST_OLIVE AV
2,2338,A,PACIFIC COAST HWY_TERMINO AV
2,932,A,PACIFIC COAST HWY_2ND ST
5,1650,A,ATLANTIC AV_10TH ST
5,1601,A,ANAHEIM ST_REDONDO AV
6,1852,A,ANAHEIM ST_OBISPO AV
6,1621,A,7TH ST_WALNUT AV
6,1602,A,BELLFLOWER BL_ANAHEIM RD
6,2228,A,OCEAN BL_PINE AV
7,2111,A,SOUTH ST_DOWNEY AV
7,1812,A,ANAHEIM ST_OBISPO AV
1,57,A,REDONDO AV_ANAHEIM ST
1,1231,A,PACIFIC COAST HWY_CHERRY AV
1,934,A,OCEAN BL_PINE AV
1,1618,A,REDONDO AV_ANAHEIM ST
2,1317,A,REDONDO AV_ANAHEIM ST
3,1947,A,LONG BEACH BL_WARDLOW RD
3,820,A,LONG BEACH BL_PACIFIC COAST HWY
3,2110,A,PACIFIC COAST HWY_ORANGE AV
4,1520,A,CHERRY AV_PACIFIC COAST HWY
4,749,A,PALO VERDE AV_STEARNS ST
4,715,A,LONG BEACH BL_WARDLOW RD
5,1800,A,WARDLOW RD_LONG BEACH BL
3,1130,A,ANAHEIM ST_REDONDO AV
4,1322,A,LONG BEACH BL_PACIFIC COAST HWY
5,2151,A,WILLOW ST_LONG BEACH BL
5,1204,A,PALO VERDE AV_STEARNS ST
6,148,A,TRAFFIC CIR_PACIFIC COAST HWY
6,1759,A,OCEAN BL_PINE AV
7,2020,A,PACIFIC COAST HWY_ATLANTIC AV
7,2058,B,PALO VERDE AV_STEARNS ST
2,1440,A,WILLOW ST_EASY AV
2,1812,A,7TH ST_CHANNEL DR
5,858,A,PALO VERDE AV_WOODRUFF AV
5,734,A,LONG BEACH BL_MARKET ST
5,1818,A,DEL AMO BL_LONG BEACH BL
5,2015,A,WILLOW ST_PACIFIC AV
5,1501,A,PACIFIC COAST HWY_MAGNOLIA AV
6,1740,A,2ND ST_MARINA DR
6,505,B,PACIFIC COAST HWY_MAGNOLIA AV
1,1749,A,PARAMOUNT BL_SOUTH ST
1,1556,A,DEL AMO BL_CHERRY AV
1,1101,A,LONG BEACH BL_WILLOW ST
2,938,A,ANAHEIM ST_MAGNOLIA AV
2,2135,A,7TH ST_LONG BEACH BL
2,649,A,TRAFFIC CIR_PACIFIC COAST HWY
4,1756,A,DEL AMO BL_LONG BEACH BL
4,1934,A,ANAHEIM ST_CHERRY AV
4,1301,A,7TH ST_ATLANTIC AV
6,1846,A,REDONDO AV_7TH ST
7,1045,A,7TH ST_CHERRY AV
1,1215,A,WILLOW ST_ATLANTIC AV
1,2353,A,7TH ST_XIMENO AV
2,1630,A,ANAHEIM ST_CHERRY AV
3,1340,A,LONG BEACH BL_WARDLOW RD
3,1414,A,BROADWAY_CHERRY AV
4,1950,A,LONG BEACH BL_PACIFIC COAST HWY
4,1240,A,PACIFIC COAST HWY_PACIFIC AV
5,1805,A,ANAHEIM ST_CHERRY AV
6,1523,A,WILLOW ST_PACIFIC AV
6,1400,A,PACIFIC COAST HWY_SANTA FE AV
6,1459,A,PACIFIC COAST HWY_PACIFIC AV
7,941,A,OCEAN BL_LINDEN AV
7,1500,A,CHERRY AV_PACIFIC COAST HWY
1,700,A,DEL AMO BL_CHERRY AV
2,1330,A,7TH ST_ATLANTIC AV
2,1609,A,ATLANTIC AV_WARDLOW RD
3,1756,A,LONG BEACH BL_PACIFIC COAST HWY
4,756,A,REDONDO AV_7TH ST
5,1303,A,LONG BEACH BL_WARDLOW RD
5,1533,A,DEL AMO BL_CHERRY AV
5,1735,A,ANAHEIM ST_TEMPLE AV
6,1404,A,ORANGE AV_PACIFIC COAST HWY
7,2040,A,PACIFIC COAST HWY_WALNUT AV
7,739,A,STUDEBAKER RD_WILLOW ST
1,2347,A,SOUTH ST_PARAMOUNT BL
1,1215,A,OCEAN BL_LINDEN AV
3,1222,A,BROADWAY_CHERRY AV
5,146,A,CHERRY AV_10TH ST
5,2000,A,SPRING ST_PALO VERDE AV
6,1936,A,SOUTH ST_PARAMOUNT BL
6,1530,A,PACIFIC COAST HWY_CEDAR AV
6,1614,A,CHERRY AV_WARDLOW RD
7,2113,A,7TH ST_WALNUT AV
1,1740,A,7TH ST_TERMINO AV
1,900,A,ANAHEIM ST_ALAMITOS AV
3,1530,A,CHERRY AV_SOUTH ST
3,1450,A,7TH ST_ORANGE AV
3,1645,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
3,833,A,PALO VERDE AV_WOODRUFF AV
5,1015,A,BROADWAY_CHERRY
3,755,A,ANAHEIM ST_ALAMITOS AV
4,1814,A,7TH ST_REDONDO AV
4,722,A,STUDEBAKER RD_WILLOW ST
5,1544,A,LONG BEACH BL_SPRING ST
5,1805,A,7TH ST_CHERRY AV
6,1659,A,SOUTH ST_PARAMOUNT BL
6,730,A,WARDLOW RD_LONG BEACH BL
7,145,A,7TH ST_OBISPO AV
7,2325,B,LONG BEACH BL_MARKET ST
2,1317,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
2,720,A,WILLOW ST_EASY AV
4,550,A,TRAFFIC CIR_PACIFIC COAST HWY
4,1847,A,PACIFIC AV_WILLOW ST
4,2227,-,PACIFIC COAST HWY_ANAHEIM ST
4,1240,-,7TH ST_PARK AV
4,1825,A,PACIFIC COAST HWY_CEDAR AV
5,1400,A,PACIFIC COAST HWY_MAGNOLIA AV
5,1905,A,WARDLOW RD_LONG BEACH BL
5,1321,A,LAKEWOOD BL_WILLOW ST
7,1522,A,ANAHEIM ST_ALAMITOS AV
1,1020,A,7TH ST_LONG BEACH BL
2,2045,A,PACIFIC COAST HWY_2ND ST
2,820,A,REDONDO AV_7TH ST
3,642,A,PACIFIC COAST HWY_ORANGE AV
4,2119,-,SOUTH ST_PARAMOUNT BL
4,1017,A,7TH ST_XIMENO AV
4,1420,A,WILLOW ST_PACIFIC AV
5,916,A,CHERRY AV_10TH ST
5,2252,A,ANAHEIM ST_WALNUT AV
5,2056,A,LAKEWOOD BL_WILLOW ST
5,1055,A,7TH ST_WALNUT AV
6,1450,A,LONG BEACH BL_SPRING ST
6,2045,A,PACIFIC COAST HWY_PACIFIC AV
6,1700,A,PACIFIC COAST HWY_LONG BEACH BL
6,1155,A,ANAHEIM ST_MAGNOLIA AV
7,2257,A,7TH ST_WALNUT AV
7,1241,A,PACIFIC COAST HWY_2ND ST
7,1350,A,OCEAN BL_LINDEN AV
1,1030,A,LONG BEACH BL_MARKET ST
2,2100,A,BROADWAY_CHERRY
2,2317,A,PACIFIC COAST HWY_PINE AV
2,1954,A,PACIFIC AV_PACIFIC COAST HWY
2,1842,A,SOUTH ST_DOWNEY AV
3,1500,A,ATLANTIC AV_MARKET ST
4,1743,A,PACIFIC COAST HWY_STUDEBAKER RD
5,853,A,DEL AMO BL_LONG BEACH BL
5,1616,A,7TH ST_OBISPO AV
6,958,A,7TH ST_CHERRY AV
6,1807,A,ANAHEIM ST_TEMPLE AV
6,954,A,SANTA FE AV_WILLOW ST
7,2345,A,CHERRY AV_10TH ST
7,1829,A,7TH ST_OLIVE AV
1,1951,A,SOUTH ST_PARAMOUNT BL
1,204,A,ANAHEIM ST_OREGON AV
2,1044,A,OCEAN BL_PINE AV
2,1506,A,REDONDO AV_7TH ST
2,1600,A,CHERRY AV_PACIFIC COAST HWY
2,1751,A,7TH ST_REDONDO AV
